time,from,to,message
2020-08-16 09:44:33,lengmo,Shutd0wn,具体没说，说是三点过
2020-08-16 09:45:35,Shutd0wn,lengmo,能改期么，明天下午来上海对一下合作
2020-08-16 09:45:41,lengmo,Shutd0wn,除了周一，下周目前都可以
2020-08-16 09:46:03,lengmo,Shutd0wn,改下周其他时间不行么
2020-08-16 09:46:26,Shutd0wn,lengmo,何春林周二出差了
2020-08-16 09:47:01,Shutd0wn,lengmo,主要TB比较急
2020-08-16 09:47:08,lengmo,Shutd0wn,这个事情应该也没那么急吧，看出差回来约
2020-08-16 09:47:25,lengmo,Shutd0wn,那么急也不提前约
2020-08-16 09:47:47,lengmo,Shutd0wn,今天约明天这咋约，大家都很忙的啊，很多都是上周就定下来的
2020-08-16 10:05:27,Shutd0wn,lengmo,明晚你到上海，周二上午开会？
2020-08-16 10:12:20,lengmo,Shutd0wn,我助理用去么
2020-08-16 10:12:34,lengmo,Shutd0wn,感觉好像她不愉
2020-08-16 10:12:39,lengmo,Shutd0wn,不用去吧
2020-08-16 10:15:11,Shutd0wn,lengmo,可以不用，只是启动会
2020-08-16 10:15:38,lengmo,Shutd0wn,上午开完，下午就没事了嘛？晚上不安排啥的嘛
2020-08-16 10:16:12,Shutd0wn,lengmo,晚上肯定没事了，你要走的话可以定下午晚点飞机
2020-08-16 10:16:28,lengmo,Shutd0wn,嗯
2020-08-16 10:16:29,Shutd0wn,lengmo,要不要和tb喝一顿？
2020-08-16 10:16:41,lengmo,Shutd0wn,没妹纸摸
2020-08-16 10:16:57,Shutd0wn,lengmo,盘古妹纸确实不行
2020-08-16 10:17:30,lengmo,Shutd0wn,去哪开啊
2020-08-16 10:17:35,lengmo,Shutd0wn,我事情倒是没事
2020-08-16 10:22:06,lengmo,Shutd0wn,晚上飞机最晚8:45了，到了23:30了
2020-08-16 10:29:51,Shutd0wn,lengmo,嗯，你跑一趟吧，这个启动会迟早要开的
2020-08-16 10:51:59,lengmo,Shutd0wn,是在哪开会
2020-08-16 10:52:08,lengmo,Shutd0wn,盘古么？还是哪
2020-08-16 10:56:07,Shutd0wn,lengmo,嗯，上海奇安信
2020-08-16 10:56:22,Shutd0wn,lengmo,就我们公司附近
2020-08-16 11:01:13,lengmo,Shutd0wn,哦，他们在一起的
2020-08-16 11:02:11,Shutd0wn,lengmo,是的
2020-08-19 04:18:43,lengmo,Shutd0wn,尴尬，小亮那边案件的又被奇安信挖走一个技术
2020-08-19 04:19:08,lengmo,Shutd0wn,在我们这7K，奇安信给 12K
2020-08-19 04:19:19,Shutd0wn,lengmo,牛逼，挖了几个啦
2020-08-19 04:19:37,Shutd0wn,lengmo,是去了奇安信哪个部门，应该不是公安事业线吧
2020-08-19 04:20:33,lengmo,Shutd0wn,3-4个
2020-08-19 04:20:42,lengmo,Shutd0wn,我们薪资水平确实尴尬
2020-08-19 04:20:44,lengmo,Shutd0wn,麻痹
2020-08-19 04:20:57,lengmo,Shutd0wn,现在很多公司都来成都招人
2020-08-19 04:20:58,Shutd0wn,lengmo,了解下是去了奇安信哪个部门
2020-08-19 04:21:00,Shutd0wn,lengmo,奇安信太大了
2020-08-19 04:21:10,lengmo,Shutd0wn,成都这边
2020-08-19 04:21:17,Shutd0wn,lengmo,可能是去了昨天说的服务中心
2020-08-19 04:21:18,lengmo,Shutd0wn,估计就是渗透的
2020-08-19 04:21:41,Shutd0wn,lengmo,太缺人了，这个客观原因
2020-08-19 04:22:22,lengmo,Shutd0wn,年底薪资还是要慢慢搞
2020-08-19 04:22:25,Shutd0wn,lengmo,嗯
2020-08-19 04:23:29,lengmo,Shutd0wn,技术还不错的
2020-08-19 04:23:33,lengmo,Shutd0wn,可惜了
2020-08-19 04:25:51,Shutd0wn,lengmo,没事的，难以避免
2020-08-19 04:29:14,Shutd0wn,lengmo,招人的事得让HR多想想办法，我上次和李正侠提过，借这次高校比赛，和川内所有高校都建立联系开始合作，包括地市的高职等
2020-08-19 04:29:58,Shutd0wn,lengmo,现在很多高校有网络安全专业，做攻防的也不用讲究学校品牌
2020-08-19 04:32:06,lengmo,Shutd0wn,嗯，一直在对接
2020-08-19 14:46:05,Shutd0wn,lengmo,
2020-08-19 15:00:53,lengmo,Shutd0wn,谁啊
2020-08-19 15:01:15,Shutd0wn,lengmo,安全口的，他们也在比赛
2020-08-19 15:02:06,lengmo,Shutd0wn,哦
2020-08-20 06:27:11,lengmo,Shutd0wn,你答应要将我们培训环境给奇安信搭一套了？说还可以派人过去给他们培训么
2020-08-20 06:30:52,Shutd0wn,lengmo,谁说的
2020-08-20 06:31:00,Shutd0wn,lengmo,给他们培训是什么意思
2020-08-20 06:31:06,Shutd0wn,lengmo,不是给客户培训吗
2020-08-20 06:31:30,lengmo,Shutd0wn,是给客户
2020-08-20 06:31:49,lengmo,Shutd0wn,说是要在上海和北京，给他们部我们的培训的靶场，还派讲师过去
2020-08-20 06:31:51,Shutd0wn,lengmo,他们做12培训，用我们着他我
2020-08-20 06:31:54,Shutd0wn,lengmo,用我们这套系统
2020-08-20 06:31:56,Shutd0wn,lengmo,对吧
2020-08-20 06:32:44,lengmo,Shutd0wn,他说是以后的肯定也是···
2020-08-20 06:33:20,lengmo,Shutd0wn,就是今天那个董东说的，他今天不是来公司了嘛··不仅12吧··说的是培训这块
2020-08-20 06:33:39,lengmo,Shutd0wn,说一开始可能我们讲师要过去，帮他们给客户培训，多少钱再算
2020-08-20 06:36:08,lengmo,Shutd0wn,我意思是，培训这块其实对我们来说，一直还是投入比较大，主要还不是钱，主要是人，这块价钱也一直上不去，很多是含在项目里的，不过因为是我们自己的客户，投入做了也就做了，如果都是以奇安信的名义，打的都是他们的招牌，对我们来说，目前这个阶段，就不太划算。耗费的人和精力比较大。也不是给自己做的品牌
2020-08-20 06:36:46,Shutd0wn,lengmo,投入精力这块要设定新组，由新组承担支撑工作
2020-08-20 06:37:18,lengmo,Shutd0wn,那估计没那么快··
2020-08-20 06:37:29,Shutd0wn,lengmo,静态的现有的环境课程啥的可以提供给他们
2020-08-20 06:37:40,Shutd0wn,lengmo,动态支持以我们自身需求优先
2020-08-20 06:37:43,lengmo,Shutd0wn,现在能力验证这块培训就比较急···8月-11月就要集中去一所和三所做能力验证··
2020-08-20 06:37:52,lengmo,Shutd0wn,所以这块培训，我们自己先开始做了··
2020-08-20 10:36:56,lengmo,Shutd0wn,刘洪军_安全方向_个人简历_neil(1).pdf
2020-08-21 03:56:38,lengmo,Shutd0wn,我去，启明下面的销售疯了吧，开始打我电话
2020-08-21 03:56:44,lengmo,Shutd0wn,昨天打，今天打
2020-08-21 03:57:02,lengmo,Shutd0wn,现在有钱付他们么
2020-08-21 03:57:58,Shutd0wn,lengmo,他们什么意思
2020-08-21 03:58:29,Shutd0wn,lengmo,
2020-08-21 03:58:41,Shutd0wn,lengmo,我和叶飞说了啊，不会很长时间
2020-08-21 04:04:03,lengmo,Shutd0wn,叶飞不联系了，让下面销售总是给我打电话
2020-08-21 04:04:06,lengmo,Shutd0wn,烦得很
2020-08-21 04:04:20,lengmo,Shutd0wn,也是醉了
2020-08-21 04:04:27,lengmo,Shutd0wn,今天打我就没接
2020-08-21 04:05:01,Shutd0wn,lengmo,晚不了多久的，和他们解释清楚，不听就不接
2020-08-21 04:05:14,Shutd0wn,lengmo,又不是几百万
2020-08-21 04:05:16,Shutd0wn,lengmo,至于嘛
2020-08-21 04:06:23,lengmo,Shutd0wn,是的
2020-08-21 04:06:39,lengmo,Shutd0wn,让下面销售经常催我也是醉了
2020-08-21 04:06:50,Shutd0wn,lengmo,饱和攻击
2020-08-21 04:07:00,Shutd0wn,lengmo,你嫌烦就会优先付款
2020-08-21 04:07:07,Shutd0wn,lengmo,别上当，屏住
2020-08-21 04:07:10,lengmo,Shutd0wn,我不接
2020-08-21 04:07:16,lengmo,Shutd0wn,看得管
2020-08-21 06:43:32,Shutd0wn,lengmo,江西传奇至尊、重庆小闲等多家公司核心成员全部被捕！
2020-08-21 06:43:50,lengmo,Shutd0wn,嗯··昨天盛趣的就发了
2020-08-21 06:44:31,lengmo,Shutd0wn,小闲好像是河马史诗的那边
2020-08-21 06:44:55,Shutd0wn,lengmo,牛逼啊，真的开始洗牌了
2020-08-21 06:44:58,Shutd0wn,lengmo,重建规则
2020-08-21 06:45:31,Shutd0wn,lengmo,公安部将把涉互联网黑恶犯罪行为作为今年打击的重点，从而净化网络环境。
2020-08-21 06:45:34,Shutd0wn,lengmo,网络打黑
2020-08-21 06:45:35,Shutd0wn,lengmo,哈哈
2020-08-21 06:46:27,lengmo,Shutd0wn,也是牛逼
2020-08-21 06:47:02,lengmo,Shutd0wn,盛趣好像今年也不行了··听高新网安说也在裁员
2020-08-21 06:47:12,lengmo,Shutd0wn,股份的事情，你和老刘说了么·
2020-08-21 06:47:23,lengmo,Shutd0wn,小川不知道同意不同意
2020-08-21 06:47:50,Shutd0wn,lengmo,还没说，等等
2020-08-21 06:47:54,Shutd0wn,lengmo,老刘联系不上
2020-08-21 06:48:00,lengmo,Shutd0wn,[Awkward]
2020-08-21 06:48:03,Shutd0wn,lengmo,不急，主动权在我们这
2020-08-21 06:48:04,lengmo,Shutd0wn,跑路了
2020-08-21 06:48:11,Shutd0wn,lengmo,本来就在跑
2020-08-21 06:49:43,lengmo,Shutd0wn,也是醉了··过的日子
2020-08-21 07:04:35,lengmo,Shutd0wn,拉萨那边一直在盯着问，让给个时间··[Sweats]
2020-08-21 07:04:47,Shutd0wn,lengmo,这个月底
2020-08-21 07:05:05,lengmo,Shutd0wn,嗯·
2020-08-21 07:10:50,lengmo,Shutd0wn,
2020-08-21 07:10:58,lengmo,Shutd0wn,这哥们也是醉了··还说最多一个星期
2020-08-21 07:11:04,lengmo,Shutd0wn,我就没回了
2020-08-21 07:13:45,Shutd0wn,lengmo,这谁啊
2020-08-21 07:15:06,Shutd0wn,lengmo,你见过没
2020-08-21 07:15:47,lengmo,Shutd0wn,叶飞下面的销售吧··我没见过···不认识
2020-08-21 08:28:11,lengmo,Shutd0wn,
2020-08-21 08:28:21,lengmo,Shutd0wn,这个啥情况啊[Speechless]
2020-08-21 08:29:42,Shutd0wn,lengmo,奇安信借过桥还360的款
2020-08-21 08:29:57,lengmo,Shutd0wn,👌
2020-08-21 08:30:07,Shutd0wn,lengmo,还了360钱才能做容易并购
2020-08-21 08:30:14,Shutd0wn,lengmo,融资
2020-08-21 08:30:50,lengmo,Shutd0wn,我们还没给钱，360就可以先退啊
2020-08-21 08:32:36,Shutd0wn,lengmo,嗯，给了付款期限的
2020-08-21 08:34:27,lengmo,Shutd0wn,哦
2020-08-24 08:08:39,lengmo,Shutd0wn,那个刘洪军的事情，华东那边说还要面试下，估计要7号之前面试下再说
2020-08-24 08:13:39,Shutd0wn,lengmo,也行，他应该是把后续工作安排一起谈了吧
2020-08-24 08:14:22,lengmo,Shutd0wn,嗯
2020-08-25 07:18:43,lengmo,Shutd0wn,云南安洵那边，白卓说，要注销，我刚和他说了，先不注销，他那边退出就行了
2020-08-25 07:19:49,Shutd0wn,lengmo,也可以
2020-08-25 07:19:51,Shutd0wn,lengmo,法人换成你
2020-08-25 07:21:13,lengmo,Shutd0wn,嗯··刚好之前，大理的那个范忠纯还找我，想在云南搞等保和安全服务啥的，说他们那边有几个人，想一起做，我还在想咋弄
2020-08-25 07:21:20,lengmo,Shutd0wn,他主动退出也好
2020-08-25 07:22:35,Shutd0wn,lengmo,要得
2020-08-25 07:28:07,lengmo,Shutd0wn,然后他提出，之前注册公司，不是他们那边花的钱的嘛，我说这个钱补给你们就行了
2020-08-25 07:29:36,Shutd0wn,lengmo,嗯
2020-08-26 00:41:55,lengmo,Shutd0wn,
2020-08-26 00:43:27,Shutd0wn,lengmo,[Facepalm][Grin]
2020-08-26 00:43:53,Shutd0wn,lengmo,发给提笔和老何看看
2020-08-26 00:44:17,lengmo,Shutd0wn,尴尬
2020-08-26 00:44:22,lengmo,Shutd0wn,都开始搞培训
2020-08-26 00:46:28,lengmo,Shutd0wn,老何和TB 昨晚又打电话给我
2020-08-26 00:46:30,lengmo,Shutd0wn,也是醉了
2020-08-26 00:46:54,Shutd0wn,lengmo,他们咋了
2020-08-26 00:47:02,lengmo,Shutd0wn,问我我们技术线是怎么考核和管理的，和前台销售都怎么协调管理
2020-08-26 00:47:27,Shutd0wn,lengmo,提笔昨天也问我了
2020-08-26 00:47:33,lengmo,Shutd0wn,感觉他们对整体技术和销售的控制不懂
2020-08-26 00:47:37,lengmo,Shutd0wn,不知道咋做
2020-08-26 00:47:57,Shutd0wn,lengmo,我们摸石头过河，他们摸我们过河
2020-08-26 00:48:12,lengmo,Shutd0wn,摸了要给钱
2020-08-26 00:48:22,Shutd0wn,lengmo,哈哈，就是
2020-08-26 00:49:22,lengmo,Shutd0wn,我们内部现在其实已经管理的不错了，销售调用所有的技术资源都要经过审批，有记录，销售不能直接对接技术后台。
2020-08-26 00:49:53,lengmo,Shutd0wn,后面再要做的其实就是对销售调用资源后，落单情况的追溯和考核
2020-08-26 00:50:10,Shutd0wn,lengmo,嗯
2020-08-26 00:50:33,lengmo,Shutd0wn,不能滥用，不控制估计销售都觉得自己客户重要，都会滥用
2020-08-26 00:50:40,lengmo,Shutd0wn,现在都有记录
2020-08-26 00:56:07,Shutd0wn,lengmo,估计老何和TB最近在理结构
2020-08-26 00:56:28,lengmo,Shutd0wn,他们其实要摸索很久
2020-08-26 00:56:39,Shutd0wn,lengmo,反正没这么容易
2020-08-26 00:57:11,lengmo,Shutd0wn,老何是销售线出身，TB 是技术线，没有互相进入对方的立场，协调起来估计够呛
2020-08-26 00:57:55,lengmo,Shutd0wn,TB 他们做12，是指盘古负责后台技术嘛？市场这块还是奇安信来做嘛
2020-08-26 00:58:14,lengmo,Shutd0wn,奇安信调用盘古的技术团队支持嘛
2020-08-26 00:58:59,Shutd0wn,lengmo,嗯，盘古已经全部并给奇安信了，他们不分
2020-08-26 00:59:36,lengmo,Shutd0wn,但是内部团队之间，绩效要有个说法
2020-08-26 00:59:50,lengmo,Shutd0wn,有时候锅谁来背
2020-08-26 01:00:22,lengmo,Shutd0wn,销售觉得技术支持不行，技术觉得销售客户关系不到位
2020-08-26 01:02:37,Shutd0wn,lengmo,
2020-08-26 01:02:57,Shutd0wn,lengmo,
2020-08-26 01:03:23,Shutd0wn,lengmo,
2020-08-26 01:04:05,Shutd0wn,lengmo,我们这做起来也轻松一些，资金充裕，发展技术能力，推市场占有率
2020-08-26 01:04:59,lengmo,Shutd0wn,我们如果有资金支持，技术力量发展这块肯定没问题
2020-08-26 01:05:03,lengmo,Shutd0wn,团队可以做大
2020-08-26 01:05:21,lengmo,Shutd0wn,我们还是有优势，可以招人和培养团队出来
2020-08-26 01:05:48,Shutd0wn,lengmo,嗯，技术团队这块就很重要了，要吧西南的人力资源用好
2020-08-26 01:06:21,Shutd0wn,lengmo,我觉得可以高校合作可以扩大到西南几省
2020-08-26 01:06:41,lengmo,Shutd0wn,我们现在在四川，已经做到不错了，很多学校都在合作了
2020-08-26 01:06:58,lengmo,Shutd0wn,这些就都要投入
2020-08-26 01:07:15,lengmo,Shutd0wn,后面我们再提高技术的薪酬，更有竞争力
2020-08-26 01:07:28,lengmo,Shutd0wn,团队大，薪酬也可以，团队稳定性就好很多
2020-08-26 01:08:46,lengmo,Shutd0wn,我们现在就是缺钱，公司缺钱，个人也缺钱，都还没上岸[Facepalm]
2020-08-26 01:09:18,Shutd0wn,lengmo,所以这把就是解决这个问题
2020-08-26 01:09:27,Shutd0wn,lengmo,不解决走不远
2020-08-26 01:14:37,lengmo,Shutd0wn,嗯
2020-08-26 03:01:29,lengmo,Shutd0wn,刚部里面24处打电话给我说，现在能力验证的题目，说现在题库比较单薄，希望我们参与下，让我下周去北京谈下这个事情
2020-08-26 03:01:35,lengmo,Shutd0wn,刚刚好··哈哈
2020-08-26 03:01:39,Shutd0wn,lengmo,好事~
2020-08-26 03:04:09,lengmo,Shutd0wn,刚好奇安信不是要说这个能力验证培训的事情么
2020-08-26 03:04:16,lengmo,Shutd0wn,如果我们参与出题了，就阔以了
2020-08-26 04:13:57,Shutd0wn,lengmo,印度那个邮件，我们现在啥状态
2020-08-26 04:15:07,lengmo,Shutd0wn,没搞定··没法更新
2020-08-26 05:11:23,Shutd0wn,lengmo,宗磊到成都了，你和他聊聊呢，应该还是南充的事
2020-08-26 05:11:32,Shutd0wn,lengmo,你有他微信吧？
2020-08-26 06:12:57,lengmo,Shutd0wn,嗯··有，他找我了
2020-08-26 06:13:50,Shutd0wn,lengmo,嗯嗯，尽量帮忙
2020-08-29 04:13:03,Shutd0wn,lengmo,2点开个网络会议，和tb他们
2020-08-29 04:13:10,Shutd0wn,lengmo,你留好时间
2020-08-29 04:14:18,Shutd0wn,lengmo,关于12培训的事
2020-08-29 04:26:11,lengmo,Shutd0wn,嗯
2020-08-29 05:36:50,Shutd0wn,lengmo,"吴海波 邀请您参加腾讯会议
会议主题：吴海波预定的会议
会议时间：2020/8/29 14:00-15:30

点击链接入会，或添加至会议列表：
https://meeting.tencent.com/s/4zEAlh2Uoc6x

会议 ID：612 649 561
会议密码：111222

手机一键拨号入会
+8675536550000,,612649561# (中国大陆)
+85230018898,,,2,612649561# (中国香港)

根据您的位置拨号
+8675536550000 (中国大陆)
+85230018898 (中国香港)"
2020-08-29 07:23:10,lengmo,Shutd0wn,我们这边最熟的是黄乐，但黄乐不可能去封闭两周
2020-08-29 07:23:25,lengmo,Shutd0wn,其他的很多也不熟
2020-08-29 07:23:26,Shutd0wn,lengmo,嗯，那安排别人
2020-08-29 07:23:33,lengmo,Shutd0wn,尴尬
2020-08-29 07:23:40,Shutd0wn,lengmo,9月底才要的嘛，学习还来得及
2020-08-29 07:24:00,lengmo,Shutd0wn,主要这个事情，我们准备投入多大精力，是应付拉倒还是鼎力支持
2020-08-29 07:24:20,Shutd0wn,lengmo,用力支持
2020-08-29 07:24:34,lengmo,Shutd0wn,[Awkward]
2020-08-29 07:24:59,lengmo,Shutd0wn,10月份我们还要准备全国网安的环境
2020-08-29 07:25:29,Shutd0wn,lengmo,今年注定会很忙
2020-08-29 07:25:38,lengmo,Shutd0wn,今年全国网安准备10月中下旬要开一
2020-08-29 07:25:41,lengmo,Shutd0wn,开始了
2020-08-29 07:25:52,Shutd0wn,lengmo,嗯，肯定优先我们自己的要搞好啊
2020-08-29 07:25:55,lengmo,Shutd0wn,黄乐都搞好久了，一个接一个[Speechless]
2020-08-29 07:25:58,Shutd0wn,lengmo,我们搞好也是奇安信搞好
2020-08-29 08:24:51,lengmo,Shutd0wn,
2020-08-29 08:24:56,lengmo,Shutd0wn,非常欣慰
2020-08-29 08:25:26,Shutd0wn,lengmo,最厉害的才打1/3啊
2020-08-29 08:25:59,lengmo,Shutd0wn,除了传统的老员工外，去年和前年进来的实习生都成长起来了
2020-08-29 08:26:09,lengmo,Shutd0wn,和老员工排名不分上下
2020-08-29 10:05:46,Shutd0wn,lengmo,看下钉钉
2020-08-30 11:55:21,lengmo,Shutd0wn,
2020-08-30 11:55:32,lengmo,Shutd0wn,半年亏7个亿
2020-08-30 11:55:43,lengmo,Shutd0wn,一年随便亏了10多亿[Facepalm]
2020-08-30 11:55:49,Shutd0wn,lengmo,牛逼闪闪
2020-08-30 11:56:10,lengmo,Shutd0wn,营收10个亿，亏7个亿
2020-08-30 11:56:15,lengmo,Shutd0wn,这是什么鬼
2020-08-30 12:04:28,lengmo,Shutd0wn,楼上健身房是不是可以开始弄了，老潘搬家了，没人打球了，没地方运动了[Facepalm]
2020-08-30 12:04:51,Shutd0wn,lengmo,他搬去哪里了
2020-08-30 12:05:03,Shutd0wn,lengmo,可以做个预算计划
2020-08-30 12:05:17,lengmo,Shutd0wn,搬到南门了
2020-08-30 12:05:54,lengmo,Shutd0wn,他女儿在南门念书，说是学校宿舍改造，他们在南门租了个房子好像
2020-08-30 12:07:33,lengmo,Shutd0wn,我之前估算了下，估计两三万左右，买三台跑步机，一台空调，一个小冰箱，再填两三个运动器械，差不多了
2020-08-30 12:13:54,Shutd0wn,lengmo,嗯，可以开搞了，先弄个方案，主要是器材方案
2020-08-30 12:14:07,Shutd0wn,lengmo,划船机不错
2020-08-30 12:31:10,Shutd0wn,lengmo,你可以和翠花运动啊
2020-08-30 12:33:25,lengmo,Shutd0wn,她最近考研呢，而且她又不喜欢运动
2020-08-30 12:35:10,Shutd0wn,lengmo,翠花这是要变女博士啊
2020-08-30 12:37:21,lengmo,Shutd0wn,闲的没事做
2020-08-30 12:38:33,lengmo,Shutd0wn,5楼健身房的事情，你和财务说下
2020-08-30 12:38:47,Shutd0wn,lengmo,嗯
2020-08-30 12:38:55,Shutd0wn,lengmo,你直接三人群里说就行了
2020-08-30 12:39:06,Shutd0wn,lengmo,喊行政他们做个预算表
2020-08-30 12:39:17,lengmo,Shutd0wn,嗯
2020-08-31 04:20:58,Shutd0wn,lengmo,你周几出差
2020-08-31 04:21:04,lengmo,Shutd0wn,明天出差
2020-08-31 04:21:11,lengmo,Shutd0wn,部里面时间，改到下周了
2020-08-31 04:21:14,lengmo,Shutd0wn,我明天去扬州
2020-08-31 04:21:17,lengmo,Shutd0wn,后天回
2020-08-31 04:22:24,Shutd0wn,lengmo,去南京吗
2020-08-31 04:22:28,Shutd0wn,lengmo,见不见neil
2020-08-31 04:22:29,lengmo,Shutd0wn,没计划去·
2020-08-31 04:22:33,Shutd0wn,lengmo,哦
2020-08-31 04:22:41,lengmo,Shutd0wn,neil 不是华东要聊的么
2020-08-31 04:22:51,lengmo,Shutd0wn,不知道见没见··现在offer 还没发
